Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily	Definition
Q#273 - >gb|KAF0289584.1|[Sodium/hydrogen exchanger 9B2 [Amphibalanus amphitrite]]	superfamily	223104	168	575	1.16903e-15	79.2623	cl42993	NhaP superfamily	 - 	 - 	NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism].
Q#273 - >gb|KAF0289584.1|[Sodium/hydrogen exchanger 9B2 [Amphibalanus amphitrite]]	superfamily	445285	168	549	5.15844e-14	73.8284	cl01133	Na_H_Exchanger superfamily	 - 	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#273 - >gb|KAF0289584.1|[Sodium/hydrogen exchanger 9B2 [Amphibalanus amphitrite]]	superfamily	223551	168	317	3.68115e-05	46.0787	cl43152	KefB superfamily	C	 - 	Kef-type K+ transport system, membrane component KefB [Inorganic ion transport and metabolism]; Kef-type K+ transport systems, membrane components [Inorganic ion transport and metabolism].
Q#273 - >gb|KAF0289584.1|[Sodium/hydrogen exchanger 9B2 [Amphibalanus amphitrite]]	superfamily	225802	177	283	0.000432661	43.1604	cl34572	NhaP2 superfamily	C	 - 	NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains [Energy production and conversion, Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain [Inorganic ion transport and metabolism].
Q#273 - >gb|KAF0289584.1|[Sodium/hydrogen exchanger 9B2 [Amphibalanus amphitrite]]	superfamily	235410	209	276	0.00359206	40.1842	cl35306	PRK05326 superfamily	C	 - 	potassium/proton antiporter; potassium/proton antiporter.  
Q#275 - >gb|KAH0956584.1|[hypothetical protein HN011_004236 [Eciton burchellii]]	superfamily	445285	188	530	5.71628e-25	106.956	cl01133	Na_H_Exchanger superfamily	 - 	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#275 - >gb|KAH0956584.1|[hypothetical protein HN011_004236 [Eciton burchellii]]	superfamily	223104	180	571	2.60136e-24	105.841	cl42993	NhaP superfamily	 - 	 - 	NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism].
Q#275 - >gb|KAH0956584.1|[hypothetical protein HN011_004236 [Eciton burchellii]]	superfamily	223551	180	583	1.78469e-12	69.1907	cl43152	KefB superfamily	 - 	 - 	Kef-type K+ transport system, membrane component KefB [Inorganic ion transport and metabolism]; Kef-type K+ transport systems, membrane components [Inorganic ion transport and metabolism].
Q#275 - >gb|KAH0956584.1|[hypothetical protein HN011_004236 [Eciton burchellii]]	superfamily	235410	202	318	2.4759e-05	47.1177	cl35306	PRK05326 superfamily	C	 - 	potassium/proton antiporter; potassium/proton antiporter.  
Q#275 - >gb|KAH0956584.1|[hypothetical protein HN011_004236 [Eciton burchellii]]	superfamily	225802	180	307	0.00036274	43.5456	cl34572	NhaP2 superfamily	C	 - 	NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains [Energy production and conversion, Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain [Inorganic ion transport and metabolism].
Q#275 - >gb|KAH0956584.1|[hypothetical protein HN011_004236 [Eciton burchellii]]	superfamily	428334	183	294	0.00383482	39.8347	cl44534	AbrB superfamily	N	 - 	Transition state regulatory protein AbrB; Bacillus subtilis respond to a multitude of environmental stimuli by using transcription factors called transition state regulators (TSRs). They play an essential role in cell survival by regulating spore formation, competence, and biofilm development. AbrB is one of the most known TSRs, acting as a pleotropic regulator for over 60 different genes where it directly binds to their promoter or regulatory regions. Many other genes are indirectly controlled by AbrB since it is a regulator of other regulatory proteins, including ScoC, Abh, SinR and SigH. Hence, AbrB is considered a global regulatory protein controlling processes such as Bacillus subtilis growth and cell division as well as production of extracellular degradative enzymes, nitrogen utilization and amino acid metabolism, motility, synthesis of antibiotics and their resistant determinants, development of competence, transport systems, oxidative stress response, phosphate metabolism, cell surface components and sporulation. AbrB is a tetramer consisting of identical 94 residue monomers. Its DNA-binding function resides solely in the N-terminal domain (AbrBN) of 53 residues. Although it does not recognize a well-defined DNA base-pairing sequence, instead, it appears to target a very weak pseudo consensus nucleotide sequence, TGGNA-5bp-TGGNA, which allows it to be rather promiscuous in binding. The N-terminal domains of very similar sequences are present in two more Bacillus subtilis proteins, Abh and SpoVT. Mutagenesis studies suggest that the role of the C-terminal domain is in forming multimers.
Q#276 - >gb|ROT75079.1|[putative mitochondrial sodium/hydrogen exchanger 9B2-like [Penaeus vannamei]]	superfamily	223104	97	468	9.30205e-20	91.2035	cl42993	NhaP superfamily	 - 	 - 	NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism].
Q#276 - >gb|ROT75079.1|[putative mitochondrial sodium/hydrogen exchanger 9B2-like [Penaeus vannamei]]	superfamily	445285	117	461	2.33968e-19	89.6216	cl01133	Na_H_Exchanger superfamily	 - 	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#276 - >gb|ROT75079.1|[putative mitochondrial sodium/hydrogen exchanger 9B2-like [Penaeus vannamei]]	superfamily	223551	117	478	1.38332e-07	53.3975	cl43152	KefB superfamily	 - 	 - 	Kef-type K+ transport system, membrane component KefB [Inorganic ion transport and metabolism]; Kef-type K+ transport systems, membrane components [Inorganic ion transport and metabolism].
Q#276 - >gb|ROT75079.1|[putative mitochondrial sodium/hydrogen exchanger 9B2-like [Penaeus vannamei]]	superfamily	225802	124	409	0.000173159	43.9308	cl34572	NhaP2 superfamily	C	 - 	NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains [Energy production and conversion, Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain [Inorganic ion transport and metabolism].
Q#277 - >gb|ROT78782.1|[hypothetical protein C7M84_002503 [Penaeus vannamei]]	superfamily	223104	25	298	8.99464e-09	55.7651	cl42993	NhaP superfamily	N	 - 	NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism].
Q#277 - >gb|ROT78782.1|[hypothetical protein C7M84_002503 [Penaeus vannamei]]	superfamily	445285	18	241	1.68e-08	54.9536	cl01133	Na_H_Exchanger superfamily	N	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#279 - >gb|KAJ1530432.1|[hypothetical protein ONE63_005339 [Megalurothrips usitatus]]	superfamily	223104	109	540	2.94241e-15	77.7215	cl42993	NhaP superfamily	 - 	 - 	NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism].
Q#279 - >gb|KAJ1530432.1|[hypothetical protein ONE63_005339 [Megalurothrips usitatus]]	superfamily	445285	112	506	1.12021e-12	69.5912	cl01133	Na_H_Exchanger superfamily	 - 	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#279 - >gb|KAJ1530432.1|[hypothetical protein ONE63_005339 [Megalurothrips usitatus]]	superfamily	223551	102	523	6.28846e-08	54.9383	cl43152	KefB superfamily	 - 	 - 	Kef-type K+ transport system, membrane component KefB [Inorganic ion transport and metabolism]; Kef-type K+ transport systems, membrane components [Inorganic ion transport and metabolism].
Q#279 - >gb|KAJ1530432.1|[hypothetical protein ONE63_005339 [Megalurothrips usitatus]]	superfamily	455838	112	240	0.00116283	41.2789	cl42493	RosB superfamily	C	 - 	Predicted Kef-type K+ transport protein, K+/H+ antiporter domain [Inorganic ion transport and metabolism]; Kef-type K+ transport system, predicted NAD-binding component [Inorganic ion transport and metabolism].
Q#280 - >gb|KAJ1530721.1|[hypothetical protein ONE63_005582 [Megalurothrips usitatus]]	superfamily	223104	164	516	1.04544e-14	76.5659	cl42993	NhaP superfamily	 - 	 - 	NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism].
Q#280 - >gb|KAJ1530721.1|[hypothetical protein ONE63_005582 [Megalurothrips usitatus]]	superfamily	445285	155	511	4.49195e-13	71.132	cl01133	Na_H_Exchanger superfamily	 - 	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#280 - >gb|KAJ1530721.1|[hypothetical protein ONE63_005582 [Megalurothrips usitatus]]	superfamily	223551	151	568	3.93458e-08	55.7087	cl43152	KefB superfamily	 - 	 - 	Kef-type K+ transport system, membrane component KefB [Inorganic ion transport and metabolism]; Kef-type K+ transport systems, membrane components [Inorganic ion transport and metabolism].
Q#281 - >gb|KAJ1530995.1|[hypothetical protein ONE63_005828 [Megalurothrips usitatus]]	superfamily	223104	391	572	0.00182095	41.1275	cl42993	NhaP superfamily	NC	 - 	NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism].
Q#281 - >gb|KAJ1530995.1|[hypothetical protein ONE63_005828 [Megalurothrips usitatus]]	superfamily	223021	5	205	0.00265682	41.4625	cl33720	PHA03247 superfamily	N	 - 	large tegument protein UL36; Provisional
Q#281 - >gb|KAJ1530995.1|[hypothetical protein ONE63_005828 [Megalurothrips usitatus]]	superfamily	445285	281	669	0.0047059	39.9308	cl01133	Na_H_Exchanger superfamily	 - 	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#282 - >gb|PZC78836.1|[hypothetical protein B5X24_HaOG217162 [Helicoverpa armigera]]	superfamily	445285	298	693	4.88019e-32	128.527	cl01133	Na_H_Exchanger superfamily	 - 	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
